#separator:tab
#html:true
#notetype:Basic
#deck:APFC::4 Question Recall
#tags column:3
Agriculture's share in India's total employment, compared with its share in gross value added, is	<b>Substantially larger</b> — roughly 45% of employment against roughly a sixth of GVA. This is the structural anomaly of §3.3, and it is the arithmetic definition of low output per worker in agriculture	APFC::M04::F4_1 syllabus::economy type::recall
The Governing Council of NITI Aayog consists of	The <b>Prime Minister, all State Chief Ministers, and Lieutenant Governors of Union Territories.</b> The Governing Council is the federal forum, which is the substantive point — NITI Aayog's design is consultative, and it does <b>not</b> allocate funds to States	APFC::M04::F4_1 syllabus::economy type::recall
Broad money (M3) consists of M1 plus	<b>M3 = M1 + time deposits with the banking system.</b> (a) gives M2 and (b) gives M4 — the post-office aggregates, offered together on purpose. (d) belongs to M0	APFC::M04::F4_2 syllabus::economy type::recall
Narrow money (M1) is correctly described as	The three components of narrow money. (b) substitutes time deposits, which would make it broad money; (d) inverts the M4 relation	APFC::M04::F4_2 syllabus::economy type::recall
The Reserve Bank of India commenced operations on	The <b>Act is 1934</b>, operations began <b>1 April 1935</b>, nationalisation was <b>1949</b> — all three offered here as options for one another	APFC::M04::F4_2 syllabus::economy type::recall
The Monetary Policy Committee consists of	<b>Six</b> — three from the RBI and three external members appointed by the Central Government	APFC::M04::F4_2 syllabus::economy type::recall
India's inflation-targeting framework sets the target as	<b>4%, band of plus or minus 2 points</b>, so a tolerance range of <b>2% to 6%</b>	APFC::M04::F4_2 syllabus::economy type::recall
The Cash Reserve Ratio is that proportion of a bank's net demand and time liabilities which must be	A <b>cash balance with the RBI</b>, earning no interest. (d) is the trap: vault cash on the bank's own premises does not count towards CRR	APFC::M04::F4_2 syllabus::economy type::recall
The Statutory Liquidity Ratio may be maintained in	<b>Cash, gold or approved securities</b>, and crucially <b>retained by the bank itself</b> — which is the structural difference from CRR	APFC::M04::F4_2 syllabus::economy type::recall
Which one of the following is a <b>qualitative</b> instrument of monetary policy?	<b>Margin requirements</b> act on the <i>terms</i> of credit, not its volume. (a), (b) and (c) are all quantitative	APFC::M04::F4_2 syllabus::economy type::recall
The floor of the Reserve Bank's liquidity adjustment facility corridor is now the	The <b>Standing Deposit Facility</b>, which replaced the reverse repo as the floor in 2022 and is <b>uncollateralised</b>. (b) is the answer older material gives, which is what the question is checking	APFC::M04::F4_2 syllabus::economy type::recall
The ceiling of that corridor is the	The <b>MSF</b>, the emergency overnight window, sits at the top of the corridor. The repo rate is in the middle, not at either edge	APFC::M04::F4_2 syllabus::economy type::recall
As at the August 2026 review, the policy repo rate stood at	<b>5.25%</b>, held unanimously at the 62nd MPC meeting of 3 to 5 August 2026, the fourth consecutive review without a change. A dated figure — <b>re-verify</b>	APFC::M04::F4_2 syllabus::economy type::recall
Inflation brought about by a rise in the cost of inputs such as wages and oil is described as	<b>Cost-push</b>, driven from the supply side. (a) is the demand-side counterpart, and the pair is the commonest matching item in the topic	APFC::M04::F4_2 syllabus::economy type::recall
A condition in which high inflation coexists with stagnant output and high unemployment is	<b>Stagflation</b> — the combination that ordinary demand management cannot treat, since tightening worsens the stagnation and loosening worsens the inflation	APFC::M04::F4_2 syllabus::economy type::recall
The Wholesale Price Index in India is compiled and published by	The <b>Office of the Economic Adviser, Ministry of Commerce and Industry.</b> The CPI comes from the NSO under MoSPI. (c) is the tempting answer for both, and is wrong for both	APFC::M04::F4_2 syllabus::economy type::recall
The money multiplier is the ratio of	<b>M3 ÷ M0</b> — broad money to reserve money. It rises as the CRR falls, because banks can create more deposits per unit of reserves	APFC::M04::F4_2 syllabus::economy type::recall
Fourteen major commercial banks were nationalised in India in	<b>1969</b> for fourteen banks; <b>1980</b> for six more. Both years are offered, and the count is the discriminator	APFC::M04::F4_2 syllabus::economy type::recall
The deposit insurance cover available per depositor per bank under the DICGC is	<b>₹5 lakh</b> per depositor per bank, raised from ₹1 lakh — so (a) is the superseded figure	APFC::M04::F4_2 syllabus::economy type::recall
The priority sector lending target for domestic scheduled commercial banks is	<b>40% of Adjusted Net Bank Credit.</b> (c) 18% is the <b>sub-target for agriculture</b> within that 40%, which is why it is offered	APFC::M04::F4_2 syllabus::economy type::recall
In order to <b>reduce</b> liquidity in the banking system, the Reserve Bank will	<b>Sell.</b> Buyers pay the RBI, so money leaves the system. Selling to reduce liquidity is counter-intuitive and is the most common direction error in the topic — §2.3	APFC::M04::F4_2 syllabus::economy type::recall
Statutory force was given to India's inflation-targeting framework by an amendment to	The <b>RBI Act, 1934</b>, as amended in 2016. (a) governs banking regulation and (b) fiscal targets — plausible-sounding statutes attached to the wrong function	APFC::M04::F4_2 syllabus::economy type::recall
The Annual Financial Statement is laid before Parliament under	<b>Article 112.</b> (a) defines a Money Bill, (c) creates the Consolidated Fund and Public Account, (d) the Finance Commission — four Articles from the same chapter, offered against one another	APFC::M04::F4_3 syllabus::economy type::recall
The fiscal deficit is defined as	<b>Total expenditure less total receipts EXCLUDING borrowings.</b> (c) is the same sentence with the crucial phrase removed, and it equals zero by construction. §2.1	APFC::M04::F4_3 syllabus::economy type::recall
The primary deficit is the fiscal deficit less	<b>Interest payments.</b> The primary deficit strips out the cost of <i>past</i> borrowing to isolate the current year's stance	APFC::M04::F4_3 syllabus::economy type::recall
The revenue deficit is the excess of	<b>Revenue expenditure over revenue receipts</b>	APFC::M04::F4_3 syllabus::economy type::recall
Which one of the following is a <b>capital</b> receipt of the Union Government?	<b>Recoveries of loans</b> reduce an asset, so they are a capital receipt. (a), (c) and (d) are all revenue receipts — tax and non-tax. Apply the test: does it create a liability or reduce an asset?	APFC::M04::F4_3 syllabus::economy type::recall
The Goods and Services Tax was introduced in India with effect from	<b>1 July 2017.</b> The <b>101st Amendment Act is 2016</b>, which is why (a) and (b) are offered — the amendment year and the commencement date are different, and both get asked	APFC::M04::F4_3 syllabus::economy type::recall
The GST Council is established under	<b>Article 279A.</b> (c) Article 246A is the enabling provision giving Centre and States concurrent power to levy GST — a real and closely related Article, which makes it the best distractor	APFC::M04::F4_3 syllabus::economy type::recall
Which one of the following is a <b>direct</b> tax?	<b>Corporation tax</b> — its incidence cannot be shifted. The other three are indirect	APFC::M04::F4_3 syllabus::economy type::recall
Following the restructuring that took effect in September 2025, GST has two principal slabs of	<b>5% and 18%</b>, the 12% and 28% slabs having been removed with effect from 22 September 2025 following the 56th GST Council meeting. (d) is the pre-reform pairing — §3.2	APFC::M04::F4_3 syllabus::economy type::recall
Under that restructuring, a special de-merit rate applies to sin and ultra-luxury goods at	<b>40%</b>, the special de-merit rate for sin and ultra-luxury goods. (a) 28% is the slab it replaced for those goods	APFC::M04::F4_3 syllabus::economy type::recall
With effect from 1 April 2026, the Income-tax Act, 1961 has been replaced by	<b>The Income-tax Act, 2025</b>, in force from 1 April 2026, the 1961 Act standing repealed subject to transitional provisions. (b) is the long-discussed Direct Taxes Code that was never enacted — a well-designed distractor	APFC::M04::F4_3 syllabus::economy type::recall
The Sixteenth Finance Commission was chaired by	<b>Arvind Panagariya.</b> (a) N K Singh chaired the <b>Fifteenth</b> Commission and also the FRBM review committee, which is why he is the most tempting wrong answer	APFC::M04::F4_3 syllabus::economy type::recall
The Sixteenth Finance Commission recommended that the States' share in the divisible pool of central taxes be fixed at	<b>41%</b>, unchanged from the Fifteenth Commission. (c) <b>42% is the Fourteenth Commission's figure</b> — the superseded number, and the commonest error	APFC::M04::F4_3 syllabus::economy type::recall
A decision of the GST Council requires the assent of	<b>Three-fourths of the weighted votes</b>, with the Centre holding one-third and the States two-thirds — a design in which neither side can act alone	APFC::M04::F4_3 syllabus::economy type::recall
A Money Bill is defined in	<b>Article 110</b> defines a Money Bill. (b) Article 109 lays down the <i>procedure</i> — the distinction between the definition and the procedure is the point of the question	APFC::M04::F4_3 syllabus::economy type::recall
Expenditure from the Contingency Fund of India is incurred	The <b>President</b> authorises it for <b>unforeseen</b> expenditure and <b>Parliament regularises it afterwards</b>. (a) reverses the sequence, which would defeat the fund's purpose	APFC::M04::F4_3 syllabus::economy type::recall
The Fiscal Responsibility and Budget Management Act was enacted in	<b>2003</b>, effective 2004. (d) 2016 is the year of inflation targeting and of the GST amendment — a plausible year attached to the wrong statute	APFC::M04::F4_3 syllabus::economy type::recall
The fiscal deficit target for 2026-27 in the Union Budget was	<b>4.3% of GDP</b> for 2026-27 (BE), against 4.4% in 2025-26 (RE). Note (c) is the previous year's figure, so the question turns on reading <b>which year</b> — a dated figure, <b>re-verify</b>	APFC::M04::F4_3 syllabus::economy type::recall
The effective revenue deficit is the revenue deficit less	<b>Grants for the creation of capital assets.</b> The concept exists because such a grant is revenue expenditure for the Centre but finances an asset in the recipient's hands	APFC::M04::F4_3 syllabus::economy type::recall
Which one of the following is <b>constitutionally</b> excluded from the ambit of the Goods and Services Tax?	<b>Alcoholic liquor for human consumption</b> is excluded <b>by the Constitution itself</b>. Petroleum products are within GST's ambit in principle but not yet notified — a different kind of exclusion, and the reason the stem says <i>constitutionally</i>	APFC::M04::F4_3 syllabus::economy type::recall
The Tendulkar Committee measured poverty on the basis of	<b>Monthly per capita consumption expenditure</b>, with a mixed reference period and the inclusion of health and education spending. Tendulkar is precisely the committee that <b>abandoned the calorie basis</b>, so (a) describes what it moved away from	APFC::M04::F4_4 syllabus::economy type::recall
Relative poverty refers to	Judged against <b>prevailing standards</b> in the society concerned. (b) is absolute poverty — the pair is the commonest conceptual item in the topic	APFC::M04::F4_4 syllabus::economy type::recall
The Human Development Index was first published in	<b>1990</b>, in the first Human Development Report, conceived by Mahbub ul Haq with Amartya Sen	APFC::M04::F4_4 syllabus::economy type::recall
Which one of the following does the Human Development Index <b>not</b> include?	<b>Unemployment is not an HDI component.</b> The three dimensions are health, education and standard of living, and (a), (c) and (d) are the actual indicators. The HDI is deliberately austere — §3.1	APFC::M04::F4_4 syllabus::economy type::recall
The Human Development Index is computed as the	The <b>geometric mean</b>, adopted in 2010. It <b>punishes imbalance</b>, so very low life expectancy cannot be offset by very high income — which an arithmetic mean would permit	APFC::M04::F4_4 syllabus::economy type::recall
Disguised unemployment is most characteristic of	<b>Indian agriculture</b>, where more people are engaged than the work requires, so output would not fall if some withdrew	APFC::M04::F4_4 syllabus::economy type::recall
Cyclical unemployment is caused by	<b>A downturn in aggregate demand.</b> Cyclical unemployment disappears in recovery, which is what distinguishes it from structural	APFC::M04::F4_4 syllabus::economy type::recall
The Periodic Labour Force Survey, now released monthly, is conducted by	The <b>NSO, under MoSPI</b>. (b) the Labour Bureau conducts other labour surveys and publishes <b>CPI-IW</b> — a real body with a real function, attached to the wrong survey	APFC::M04::F4_4 syllabus::economy type::recall
The labour force participation rate is the ratio of	<b>Labour force ÷ population.</b> Note (d) is a meaningless ratio and (a) is the WPR — the three rates differ only in numerator and denominator, which is why they are set against one another	APFC::M04::F4_4 syllabus::economy type::recall
The unemployment rate is the ratio of unemployed persons to	<b>The labour force</b>, not the population. §2.2 — the most examined definition in the topic, and the reason the rate can fall when people stop looking for work	APFC::M04::F4_4 syllabus::economy type::recall
The Physical Quality of Life Index, unlike the Human Development Index, excludes	<b>Income.</b> The PQLI uses literacy, infant mortality and life expectancy at age one, with <b>no income component</b>; the HDI includes GNI per capita	APFC::M04::F4_4 syllabus::economy type::recall
The Lorenz curve is used to depict	The <b>distribution of income or wealth</b>. (a) is the Phillips curve and (d) the Laffer curve — three named curves offered together	APFC::M04::F4_4 syllabus::economy type::recall
A Gini coefficient of zero indicates	<b>Perfect equality.</b> The Gini runs from 0 (equality) to 1 (one person has everything)	APFC::M04::F4_4 syllabus::economy type::recall
India's National Multidimensional Poverty Index is published by	<b>NITI Aayog</b> publishes the <b>National</b> MPI; <b>UNDP and OPHI</b> publish the <b>Global</b> MPI. Both attributions get asked	APFC::M04::F4_4 syllabus::economy type::recall
The three dimensions of the Multidimensional Poverty Index are	<b>Health, education and standard of living.</b> Note that <b>income is not a dimension</b> — that is the entire point of a multidimensional measure, and (a) and (c) both smuggle income back in	APFC::M04::F4_4 syllabus::economy type::recall
The statutory rural employment guarantee, as it stands following the VB-G RAM G Act, 2025, is	<b>125 days</b> per rural household per financial year, under the VB-G RAM G Act, 2025, in force from 1 July 2026. <b>(c) 100 days is the superseded MGNREGA figure</b> and is what almost all existing material still gives. Note that it remains a <b>household</b> entitlement and a <b>legal guarantee</b>, with an unemployment allowance if work is not provided within 15 days — §2.3	APFC::M04::F4_4 syllabus::economy type::recall
Under Ayushman Bharat PM-JAY, the health cover available is	<b>₹5 lakh per family per year.</b> Note the unit is the <b>family</b>, not the individual, which is what (c) tests	APFC::M04::F4_4 syllabus::economy type::recall
Replacement level fertility corresponds to a total fertility rate of about	<b>2.1</b>, not 2.0 — the extra tenth allows for girls who do not survive to reproductive age	APFC::M04::F4_5 syllabus::economy type::recall
The first <b>synchronous</b> census in India was conducted in	<b>1881</b>, under Lord Ripon. <b>1872</b> was the first census but was <b>non-synchronous</b>, which is exactly what the word in the stem is testing — (a) is the answer to the question without that word	APFC::M04::F4_5 syllabus::economy type::recall
The Census of India is conducted under the authority of	The <b>Census Act, 1948</b>. Census is <b>Entry 69 of the Union List</b>, but the operative authority is the Act	APFC::M04::F4_5 syllabus::economy type::recall
The reference date fixed for the population enumeration phase of Census 2027 for the country generally is	<b>1 March 2027.</b> Note that snow-bound areas have a different reference date, 1 October 2026, which is why (c) is offered — §2.3	APFC::M04::F4_5 syllabus::economy type::recall
According to the Census of 2011, India's sex ratio was	<b>943</b> females per 1,000 males. (a) 927 and (b) 933 are the ratios of earlier censuses, so the question is really about which census	APFC::M04::F4_5 syllabus::economy type::recall
The infant mortality rate is the number of deaths of infants under one year of age per	<b>Per 1,000 live births.</b> Contrast Q7 immediately	APFC::M04::F4_5 syllabus::economy type::recall
The maternal mortality ratio is expressed per	<b>Per 1,00,000 live births</b> — a larger base than IMR because maternal deaths are far rarer. The IMR/MMR denominator pair is the commonest confusion in the topic	APFC::M04::F4_5 syllabus::economy type::recall
In the theory of demographic transition, the stage in which both birth and death rates are high and population grows only slowly is	<b>The high stationary stage.</b> Both rates high, and they offset each other. (d) also gives a stable population but with both rates <b>low</b> — the two stable stages, for opposite reasons	APFC::M04::F4_5 syllabus::economy type::recall
The demographic dividend refers to	The growth potential from a <b>high working-age share</b>. It is about the <b>age structure</b>, not the size — which is what (a) tests	APFC::M04::F4_5 syllabus::economy type::recall
India's National Population Policy was adopted in	<b>2000.</b> (a) 1976 was the year of the coercive family planning excesses of the Emergency, a programme episode rather than a policy	APFC::M04::F4_5 syllabus::economy type::recall
The economic reforms initiated in India in 1991 are commonly described as	<b>Liberalisation, privatisation and globalisation.</b> (b) and (c) describe the regime the reforms dismantled	APFC::M04::F4_5 syllabus::economy type::recall
The Foreign Exchange Regulation Act, 1973 was replaced by	<b>FEMA, 1999</b> — a shift from <i>regulation</i> to <i>management</i>, and from criminal prosecution to civil penalties	APFC::M04::F4_5 syllabus::economy type::recall
The World Trade Organization came into existence on	<b>1 January 1995.</b> (a) 1948 is when <b>GATT</b> took effect; (c) 15 April 1994 is when the <b>Marrakesh Agreement was signed</b>, which is a genuinely different date from when the WTO came into being — a well-made distractor	APFC::M04::F4_5 syllabus::economy type::recall
The World Trade Organization has its headquarters at	<b>Geneva.</b> (b) Washington DC is the IMF and the World Bank, which is the standard confusion	APFC::M04::F4_5 syllabus::economy type::recall
In India's balance of payments, remittances from Indians working abroad are recorded in	<b>The current account, under invisibles.</b> Remittances are <b>transfers</b>, so they are neither capital account items nor net factor income from abroad — (c) is the trap for a candidate who has just read F4.1 §1.1	APFC::M04::F4_5 syllabus::economy type::recall
Foreign portfolio investment differs from foreign direct investment in that it	<b>It does not confer management control</b>, which is the definitional difference, and the reason FPI is volatile while FDI is not	APFC::M04::F4_5 syllabus::economy type::recall
The Indian rupee is at present	<b>Fully convertible on the current account, not fully on the capital account.</b> Current account convertibility dates from 1994; capital account convertibility remains partial, the Tarapore Committees' road map not having been fully implemented	APFC::M04::F4_5 syllabus::economy type::recall
The International Monetary Fund and the World Bank were established as a result of	The <b>Bretton Woods Conference of 1944</b>. (b) and (c) belong to the WTO — the two institutional families are set against each other here and in Q13 and Q14	APFC::M04::F4_5 syllabus::economy type::recall
The dependency ratio is the ratio of	The <b>non-working-age population divided by the working-age population.</b> It <b>falls</b> when the demographic dividend opens	APFC::M04::F4_5 syllabus::economy type::recall
The first published description of the double-entry system is credited to	<b>Luca Pacioli, 1494</b>, an Italian mathematician. He codified the Venetian merchants' existing practice rather than inventing it	APFC::M06::F6_1 syllabus::accounting type::recall
The accounting equation is	<b>Assets = Liabilities + Capital.</b> (c) is the rearrangement done wrongly: capital is assets <i>minus</i> liabilities	APFC::M06::F6_1 syllabus::accounting type::recall
Which one of the following is a <b>real</b> account?	<b>Goodwill</b> — an <b>intangible</b> asset, but still a real account. Real accounts are not limited to things you can touch. (a) is representative personal, (b) nominal, (d) personal	APFC::M06::F6_1 syllabus::accounting type::recall
Which one of the following is a <b>nominal</b> account?	<b>Rent Paid</b> — an expense. Bank and Machinery are asset-type; Prepaid Insurance is representative personal	APFC::M06::F6_1 syllabus::accounting type::recall
"Outstanding Salary Account" is classified as	<b>Representative personal.</b> The word <i>salary</i> pulls you to nominal, but the account stands for the employees owed. Test the party, not the title	APFC::M06::F6_1 syllabus::accounting type::recall
The rule for nominal accounts is	Debit expenses and losses, credit incomes and gains. (a) is the personal-account rule, (b) the real-account rule	APFC::M06::F6_1 syllabus::accounting type::recall
The journal is known as the	Journal = book of <b>original</b> / prime entry	APFC::M06::F6_1 syllabus::accounting type::recall
The ledger is known as the	Ledger = <b>principal</b> book, also book of final entry	APFC::M06::F6_1 syllabus::accounting type::recall
A contra entry is marked in the L.F. column by the letter	<b>"C"</b>, and such entries are not posted to the ledger	APFC::M06::F6_1 syllabus::accounting type::recall
Credit purchase of <b>goods</b> is recorded in the	Purchases Book — but note it takes <b>credit purchases of goods only</b>	APFC::M06::F6_1 syllabus::accounting type::recall
Credit purchase of <b>furniture</b> by a stationery dealer is recorded in the	<b>Journal Proper.</b> Furniture is not "goods" for a stationery dealer, so it fails the Purchases Book test even though it is a credit purchase	APFC::M06::F6_1 syllabus::accounting type::recall
The Sales Return Book is also called the	Sales Return = <b>Returns Inward</b> (goods coming back in). Purchases Return = Returns Outward	APFC::M06::F6_1 syllabus::accounting type::recall
The three fundamental accounting assumptions are	<b>Going concern, consistency, accrual</b> (AS-1). The items in (a) are conventions, and those in (c) are concepts — a deliberate mix	APFC::M06::F6_1 syllabus::accounting type::recall
A business buys machinery for cash. The effect on the accounting equation is	Machinery ↑, Cash ↓. One asset becomes another; the total is unchanged. A transaction need not touch both sides of the equation	APFC::M06::F6_1 syllabus::accounting type::recall
If assets are ₹9,50,000 and liabilities ₹2,80,000, capital is	Capital = Assets − Liabilities = 9,50,000 − 2,80,000 = <b>₹6,70,000</b>. (b) adds instead of subtracting	APFC::M06::F6_1 syllabus::accounting type::recall
The owner withdraws ₹15,000 cash for personal use. This	<b>Drawings reduce capital but are not an expense</b>, so profit is unaffected. This is the drawings-versus-expense distinction	APFC::M06::F6_1 syllabus::accounting type::recall
Under the modern classification, an increase in a liability is recorded as	Liabilities increase by <b>credit</b>. Only assets and expenses increase by debit	APFC::M06::F6_1 syllabus::accounting type::recall
Which two categories of account increase by a debit?	<b>Assets and expenses</b> — the "AE = Debit to increase" pair. Assets sit on the left of the equation, and debit is the left side	APFC::M06::F6_1 syllabus::accounting type::recall
A trader pays his creditor Mehta ₹80,000. The correct treatment is	<b>Debit Mehta, credit Cash.</b> Paying a creditor settles a liability; it is not an expense. The expense arose when the goods were bought	APFC::M06::F6_1 syllabus::accounting type::recall
A customer deposits ₹20,000 cash into his savings account. In the <b>bank's</b> books	In the <b>bank's</b> books the customer is a <b>liability</b>, so a deposit <b>credits</b> him. In the customer's own books, Bank A/c is an asset and is debited. Mirror images	APFC::M06::F6_1 syllabus::accounting type::recall
Cash withdrawn from the bank for the <b>owner's personal use</b> is	<b>Drawings.</b> Cash withdrawn for <b>office</b> use is a contra entry; for <b>personal</b> use it is drawings. One word in the stem decides it	APFC::M06::F6_1 syllabus::accounting type::recall
Machinery purchased is wrongly debited to Purchases Account. This is an error of	<b>Error of principle</b> — a <b>capital</b> item treated as <b>revenue</b>. Not commission: the giveaway is that an asset was recorded as an expense	APFC::M06::F6_1 syllabus::accounting type::recall
Two errors, one over-debiting an account by ₹500 and another over-crediting a different account by ₹500, constitute	<b>Compensating errors</b> — the effects offset, so the trial balance still agrees	APFC::M06::F6_1 syllabus::accounting type::recall
Which one of the following <b>will</b> be disclosed by the trial balance?	A wrong amount posted to <b>one account only</b> is one-sided, so debits and credits differ and the trial balance catches it. The other three are all in the "cannot catch" list	APFC::M06::F6_1 syllabus::accounting type::recall
Errors rectified <b>through</b> the Suspense Account are	<b>One-sided errors</b> go through Suspense. Two-sided errors are corrected by a complete journal entry and never touch it	APFC::M06::F6_1 syllabus::accounting type::recall
Which one of the following will <b>not</b> be disclosed by a trial balance?	<b>A correct amount posted to a wrong account of the same class.</b> Total debits are unchanged, so nothing unbalances. (a), (b) and (c) are all one-sided or arithmetical and therefore visible	APFC::M06::F6_1 syllabus::accounting type::recall
A trader buys goods on credit for ₹90,000. Which one of the following correctly describes the effect?	Stock ↑ ₹90,000 (asset) and Creditors ↑ ₹90,000 (liability). No cash moved and profit is untouched — the transaction that shows profit and cash are different things	APFC::M06::F6_1 syllabus::accounting type::recall
The concept that treats the business as distinct from its owner is the	<b>Business entity concept.</b> It is what makes capital a liability of the business towards the owner, and why drawings exist as a separate idea	APFC::M06::F6_2 syllabus::accounting type::recall
Depreciation is a direct consequence of which concept?	<b>Going concern.</b> Because the firm will continue, the asset's cost is spread over its useful life instead of writing it down to a distress-sale value	APFC::M06::F6_2 syllabus::accounting type::recall
The concept that produces the accounting equation and double entry is	<b>Dual aspect</b> — every transaction has two equal and opposite aspects, which is A = L + C and therefore double entry	APFC::M06::F6_2 syllabus::accounting type::recall
Under the historical cost concept, a fixed asset is recorded at	The price <b>actually paid</b>, including costs of bringing the asset into use. (b) and (c) are the values the cost concept deliberately refuses	APFC::M06::F6_2 syllabus::accounting type::recall
Recording only those transactions that can be expressed in money is the	<b>Money measurement</b>, which is why staff morale and a strong brand never appear in the accounts	APFC::M06::F6_2 syllabus::accounting type::recall
Valuing closing stock at cost or net realisable value, whichever is lower, illustrates	<b>Conservatism</b> — the lower of cost and NRV never overstates the asset or the profit	APFC::M06::F6_2 syllabus::accounting type::recall
The convention that permits insignificant items to be ignored is	<b>Materiality.</b> Note that it <i>permits</i> omission; it does not conflict with full disclosure, it defines how far disclosure must reach	APFC::M06::F6_2 syllabus::accounting type::recall
The Accounting Standards Board was constituted by the ICAI in	<b>1977.</b> Do not confuse it with <b>1949</b>, the year of the Chartered Accountants Act under which ICAI itself exists	APFC::M06::F6_2 syllabus::accounting type::recall
Accounting Standards are prescribed by the Central Government under which section of the Companies Act, 2013?	<b>Section 133.</b> The ASB recommends; the Central Government prescribes under s.133 in consultation with NFRA	APFC::M06::F6_2 syllabus::accounting type::recall
The National Financial Reporting Authority is constituted under	<b>Section 132.</b> Sections 132 and 133 are adjacent and are a standard trap pair — 132 is the authority, 133 is the standards	APFC::M06::F6_2 syllabus::accounting type::recall
Capital expenditure is shown in the	The <b>Balance Sheet</b>, as an asset. Revenue expenditure goes to the Trading or Profit and Loss account	APFC::M06::F6_2 syllabus::accounting type::recall
Revenue on a credit sale is recognised when	When <b>ownership passes</b> — the realisation concept. Not on receipt of an order, and not on receipt of cash	APFC::M06::F6_2 syllabus::accounting type::recall
Under the accrual basis, an expense incurred but not yet paid is	Recorded in the period it <b>relates to</b>. Ignoring it until paid is the cash basis	APFC::M06::F6_2 syllabus::accounting type::recall
For companies, the accrual basis of accounting is	<b>Mandatory</b> for companies. The trap is that the cash basis sounds like a permissible simpler default	APFC::M06::F6_2 syllabus::accounting type::recall
The concept that makes closing stock and outstanding expenses necessary at the year end is	<b>Matching.</b> Costs must sit in the same period as the revenues they produced, which forces every year-end adjustment	APFC::M06::F6_2 syllabus::accounting type::recall
The convention of consistency requires that	Uniform application, with any change <b>and its effect disclosed</b>. (a) overstates the convention — change is allowed, concealment is not	APFC::M06::F6_2 syllabus::accounting type::recall
Which one of the following is a convention but <b>not</b> one of AS-1's fundamental assumptions?	<b>Conservatism.</b> Consistency is both a convention and an assumption; accrual and going concern are assumptions, not conventions	APFC::M06::F6_2 syllabus::accounting type::recall
Under AS-1, the three fundamental accounting assumptions	They are <b>presumed followed</b>, and disclosure is needed <b>only</b> when one is not. The obligation is asymmetric — silence means compliance	APFC::M06::F6_2 syllabus::accounting type::recall
